"tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z"
-0.0188363329534842 -0.109759976363291 -0.461437418489557 -0.310248073662563 -0.461474155756329 0.673314169050633 -0.0241010016816456 0.0925022824119082 -0.96059220443038 -0.946529345917722 -0.928140589743671 0.100581995598734 0.0406771749287342 0.0141315805350633 -0.499623958543987 -0.434383939499051 -0.66693818492943 -0.0261385051891456 -0.0753849197558861 0.0910939437374367 -0.622129973601266 -0.5474386667725 -0.506200469597468 -0.0822709015627215 -0.0517114568531646 -0.0425242093731646 -0.617179182993671 -0.691130554275316 -0.626464992409399
-0.0175596364862187 -0.115750785714375 -0.351631679232906 -0.183241777353781 -0.349025810983437 0.7644008786625 -0.125643429166875 0.0163556626680312 -0.959846369125 -0.94257411578125 -0.92867554715625 0.0370716894559375 -0.0325554836784063 -0.02500381561345 -0.392434854853125 -0.337693182749375 -0.59686676457875 -0.0315226493347344 -0.0788652588642813 0.0851278356435 -0.526026199891875 -0.476274990222187 -0.421124520160625 -0.101806723160081 -0.0315880859209375 -0.0546323040305313 -0.537461994869687 -0.641937293784063 -0.569734620781875
-0.0176870515743731 -0.109923935687187 -0.331555254179205 -0.162668972523242 -0.341087164285015 0.748093670253823 -0.105047313661774 0.00827596865443425 -0.953111378042813 -0.94560783529052 -0.918882735963303 0.0747874416025994 -0.0424999807662997 -0.0465636832064924 -0.377947560616514 -0.312065207452599 -0.585712399292936 -0.0128531970664526 -0.088867819241896 0.0873984523681651 -0.523619799715596 -0.457198738256728 -0.407917895984465 -0.113619964042446 -0.0257377183883486 -0.0555099200074006 -0.523970793775841 -0.623512730844954 -0.552094422039755
-0.0200914589900402 -0.107934077458204 -0.546989897766344 -0.403394906781827 -0.531509881760062 0.526174508557276 0.0293180422806192 0.128780113943034 -0.966239847987616 -0.954969544643963 -0.936488839814241 0.0789092572082972 0.0289786113168111 -0.00728346044124458 -0.567951929178328 -0.52333004737709 -0.716008339397214 -0.0446206222104644 -0.0695891194860681 0.0899797730944272 -0.660530601953251 -0.612192230963158 -0.587164186495975 -0.0874857788526316 -0.0516970896647059 -0.0519946988349845 -0.674352786171517 -0.737530787452012 -0.6904101393387
-0.0185240450059146 -0.108099647204268 -0.693424557372256 -0.596758332817927 -0.67924290218628 0.447641785393293 0.150782481302134 0.202056788990854 -0.969662406890244 -0.959737974786585 -0.948197951737805 0.0835315871022561 0.0162527280431707 -0.00238108767618902 -0.709775650886463 -0.670219970737195 -0.799535642763719 -0.0303300178368537 -0.0774160510976524 0.0843282314692073 -0.768748626182927 -0.728033325223171 -0.716272176982622 -0.101519165669207 -0.0447185691679573 -0.0510638566099695 -0.774719455335366 -0.820404369871951 -0.793527967691768
-0.0167328960531148 -0.106367388886885 -0.770468785434153 -0.675951090472131 -0.737980615338798 0.56461552320765 0.0619330760555429 0.155344924458579 -0.978374140081967 -0.963726548989071 -0.951700208852459 0.0940221563017213 0.00150354310212295 -0.018412100641 -0.779821147125683 -0.742614996314481 -0.843384256710383 -0.0313448134862022 -0.0759569809978142 0.079791425901776 -0.813552470967213 -0.791934386604918 -0.766711306666667 -0.0994210539749918 -0.0466863466585519 -0.0491009779418579 -0.825054442724044 -0.85609111436612 -0.833183256921585
-0.0194341307052989 -0.108589228757065 -0.814382473554348 -0.729053654817935 -0.787096225907663 0.566973340736413 0.0801506337937772 0.165299120315489 -0.983061225380435 -0.974186561005435 -0.96136375986413 0.0727478682649457 0.0119661130297283 -0.00284747853524728 -0.818898568114946 -0.785200979991576 -0.871917050059783 -0.0208946481092391 -0.0763323964179076 0.0836594532432065 -0.848524227815217 -0.819593742361413 -0.809904605 -0.104932763307609 -0.0375825399020109 -0.0590033534203261 -0.855079395663043 -0.881295765978261 -0.8634318473625
-0.0185511660588901 -0.110459017494231 -0.240322154220604 -0.059114635456456 -0.292228034722335 0.821300806626374 -0.143926773133516 -0.0241798694142857 -0.953406589697802 -0.938958551648352 -0.924009491071429 0.0302291084085852 -0.0554257661882692 -0.0672129905551648 -0.294085768528571 -0.224247078097253 -0.538703416263736 -0.010654861574011 -0.0866272266488462 0.095662581939011 -0.483757919043956 -0.410209272146703 -0.332011479026264 -0.113986012170055 -0.00552517180802198 -0.0600622053854396 -0.472645484851648 -0.585871786829396 -0.483160656220055
-0.01769105705475 -0.109883713655556 -0.871699099968889 -0.811941431158889 -0.852260490654417 0.563816498861111 0.138750954635278 0.194749813044639 -0.987908762194444 -0.97909541325 -0.969748069638889 0.0743644868138889 0.00661641868110556 0.00334144516071944 -0.875752790416667 -0.855887425828333 -0.913797534908333 -0.0247340580448456 -0.0747764059428333 0.0910382757388889 -0.884499094722222 -0.875965512013889 -0.872961980123833 -0.106590077552778 -0.0374659889855556 -0.0565067997825 -0.897974404630556 -0.924536806733333 -0.911549632241667
-0.0178604636796065 -0.116721744705712 -0.175223148633898 -0.0721251865660734 -0.282557075679379 0.827223490875706 -0.138305099556497 -0.0187676979580763 -0.945583992344633 -0.935626429011299 -0.910593717288136 0.045899172250904 -0.0337049547237288 -0.0460664334995198 -0.251940695089859 -0.231110880323079 -0.531332179784746 -0.0532726723855085 -0.0658806694018927 0.0819888520089548 -0.471809592408757 -0.401488293739266 -0.342287064215819 -0.117778552265989 0.000227630933107343 -0.0357952574641243 -0.480401090670339 -0.580792491014689 -0.469607617977684
-0.0172225300820343 -0.107510990762255 -0.916234297857353 -0.874257137585294 -0.890721384762255 0.634134549176471 0.110805972474049 0.14787733471451 -0.991366621519608 -0.981230959338235 -0.972371791740196 0.0768571413457108 0.0115886806714461 -0.00201012001613603 -0.916989820644608 -0.905305328794118 -0.940131420340686 -0.0281693886394608 -0.0767555784112745 0.0856266152502451 -0.92308158004902 -0.910105621170221 -0.912073544661765 -0.0964618001041667 -0.0416980287580882 -0.0543477271476961 -0.935119013870098 -0.946719988901961 -0.941113530343137
-0.0175281005920872 -0.107129637261682 -0.938639847794393 -0.915704325816822 -0.930568293271028 0.736792428950156 0.0736721791571028 0.104795461390654 -0.99366936623053 -0.986494380436137 -0.981364884922118 0.0796674448753894 0.00771542912242991 -0.00126810884903427 -0.940161634560093 -0.93334196999377 -0.959906078816199 -0.0268381382968847 -0.074819633623053 0.0889864608357632 -0.945987181137072 -0.943055785663551 -0.941235212778816 -0.0926536806813084 -0.0419314126482866 -0.0546060473049844 -0.952209431028037 -0.966584763364486 -0.95752411199377
-0.0178215048548656 -0.108367615336022 -0.950988214497312 -0.927562086965054 -0.937887153956989 0.690482725505376 0.0769569079607527 0.135969688619892 -0.994698902715054 -0.985968136182796 -0.980942495026882 0.0775541062561828 0.00923734302766452 -5.66759859698925e-05 -0.951435063900538 -0.942037077610215 -0.963366266002688 -0.0233658167896774 -0.0777837283943548 0.0851253928577957 -0.956177831854839 -0.950557125438172 -0.949411457956989 -0.0967601109365591 -0.0430924315126344 -0.0543908270954301 -0.961316713763441 -0.968494880215054 -0.961034859446237
-0.0047082678939685 -0.124319028725165 -0.0798157271586089 -0.0374555146387402 -0.259818623136614 0.742732895905512 -0.107202503893176 0.00563373671866142 -0.90837568648294 -0.886660297433333 -0.85949730807874 0.0462123068333333 0.000500424467375329 -0.0123346423714698 -0.218525334742598 -0.231222288189528 -0.521691751304462 -0.0631981584939632 -0.0498128561617664 0.103551358916955 -0.460232818473491 -0.408722484678189 -0.328970180172966 -0.136611857632808 -0.0108638445128084 -0.00226162580238845 -0.475270374256168 -0.574149189062992 -0.444158580868766
-0.0164215191505868 -0.107666142408313 -0.961676158750611 -0.935602983205379 -0.945213720816626 0.684930978251834 0.103109235818093 0.139274253409487 -0.995211896283619 -0.986620253667482 -0.98087326799511 0.0780030812841076 0.006415353592 -0.000855719718801956 -0.963082240334963 -0.95161685499511 -0.969713241760391 -0.0286213615765037 -0.0744034468283619 0.0884789619550122 -0.958754064449878 -0.958401444452323 -0.956712099655257 -0.096489582603912 -0.0418857563920049 -0.0532159732488264 -0.96704000207824 -0.976184453887531 -0.971143472640587
-0.017391235781148 -0.108921819352041 -0.952304739344388 -0.918044607502551 -0.934600250153061 0.656224447270408 0.0960625633260204 0.139477339644566 -0.993476347397959 -0.985895387780612 -0.980466527831633 0.0787816290892857 0.00999194395178061 -0.000224536850859694 -0.951722384043367 -0.937763691434439 -0.961785607377551 -0.0278043922933673 -0.0773879244752551 0.0871916061653061 -0.950247058635204 -0.950069279528061 -0.945629774336735 -0.0989627185178571 -0.0363884760303571 -0.0550672608653061 -0.957848652602041 -0.968885203295918 -0.964257144107143
-0.0168074599069947 -0.108500067364362 -0.945613645146277 -0.905507542819149 -0.924275865585106 0.668176113531915 0.0897742434021436 0.140088864643627 -0.992635986702128 -0.985691978670213 -0.979324458005319 0.0751030211718085 0.00732381851098404 0.00409579750777128 -0.944962606896277 -0.929310811380585 -0.956975989069149 -0.0231986653067021 -0.0781501647005851 0.0827189480233777 -0.944678883696809 -0.940306559388298 -0.933106257827128 -0.0965033653973404 -0.0392615003611702 -0.0562471528678192 -0.949909982763298 -0.965500627473404 -0.954002501802926
-0.0164447337629529 -0.108094004973037 -0.920188750631414 -0.878342756546073 -0.902192981361257 0.625221462350785 0.0925739792557592 0.147854326288168 -0.992294563691099 -0.983418043036649 -0.975197047617801 0.0697171485384817 0.0154516841345681 -0.00342095635400262 -0.921595119164921 -0.904693335859686 -0.943139111903141 -0.0317648937543717 -0.0708416066316754 0.0845031889126963 -0.92829907947644 -0.92263571836911 -0.914792832358639 -0.0955906736709424 -0.0414292563198953 -0.0541572263709424 -0.937915595950262 -0.950999436829843 -0.938215239302094
-0.0161614457422093 -0.1110108791875 -0.873167872884012 -0.827033001692442 -0.853247147851744 0.635322580834302 0.0459958132643198 0.110673765819186 -0.989790652936047 -0.980092982180233 -0.965786448924419 0.0764872969854651 0.0143884897992587 -0.0021612989081657 -0.875424495438954 -0.860801229745349 -0.91111327102907 -0.0288504660328488 -0.0764309689113372 0.0851040317209302 -0.89365546943314 -0.882820444447674 -0.873482661677326 -0.0996256164712209 -0.0373821855527616 -0.0532152230248547 -0.902653094418605 -0.92168664440407 -0.912940583953488
-0.0170957343304439 -0.109967234603394 -0.831658648072585 -0.758652640259269 -0.806160169863447 0.584550096255875 0.0981828620733681 0.135787946652089 -0.984884036422977 -0.972983880626632 -0.961062628146214 0.0810071858221932 0.0109051879574151 -0.00846479259977285 -0.835093696859791 -0.812896152855614 -0.886735093185379 -0.0377746625164752 -0.071989272534047 0.093389117318799 -0.857300065527415 -0.84683197774752 -0.829523740519582 -0.0947981587898172 -0.0420847463075718 -0.0541141880062663 -0.87148543313577 -0.903582331681462 -0.883498372073107
-0.0177787299966244 -0.110680876468636 -0.570851798793902 -0.47755406302403 -0.585736062072561 0.679996687070267 -0.0110413527557143 0.0885119470680587 -0.965983993095238 -0.952524982210221 -0.939003706510453 0.0843095050667654 0.00743618830813717 -0.0117248705570935 -0.606108346525197 -0.581477913120732 -0.742595335332578 -0.0338648944009837 -0.0767742812293147 0.0838348174469512 -0.701381318417422 -0.659601501298264 -0.627506867528629 -0.0910156866674315 -0.0450525236324506 -0.0553246871866899 -0.714060809935017 -0.771032490501429 -0.720310655164077
-0.0154122596767817 -0.113028958581736 -0.591910357208355 -0.487302653044249 -0.599679317403756 0.660506262238342 0.00535736585647668 0.0965876942014832 -0.966134304158031 -0.95232872182908 -0.941615609288212 0.0763085883812047 0.00360173287494205 -1.56235250205958e-05 -0.625516979349158 -0.590835420923085 -0.751922892186127 -0.0324979132655635 -0.0721857111816438 0.0852374012576231 -0.710763350061075 -0.670245736684747 -0.636592112648964 -0.0992888659426036 -0.0428782355811846 -0.0494211920027591 -0.719995677949482 -0.775755132262111 -0.728618817538795
-0.0187481593609168 -0.109479746706337 -0.610694494732589 -0.511825457963542 -0.611221757913585 0.668056029156472 -0.0035359975609426 0.0842393496463606 -0.965786786543385 -0.955863965920341 -0.936827898834993 0.074939758941266 0.00818303562166216 -0.00734674616548506 -0.644895093424822 -0.609070604138613 -0.766618627303051 -0.0305471444169282 -0.0726499400388478 0.0857624927692461 -0.725530618883001 -0.683673955491323 -0.65259154476606 -0.0964160269501138 -0.0432969417237582 -0.0564736944466145 -0.735720529103129 -0.791636591756757 -0.740257697423257
-0.0173431682015976 -0.107524878843769 -0.628668835822656 -0.526840825804091 -0.62655350556058 0.672167713373663 0.0128123427825774 0.0966341151171525 -0.967217978112549 -0.957681787431626 -0.938753469736072 0.0735036222770371 0.0137185384685594 0.000528105775981148 -0.65523769553592 -0.618966782877001 -0.770578902853945 -0.0354637019143658 -0.0722271152729769 0.0860916833371469 -0.728045737535453 -0.687095317779572 -0.663357258471131 -0.0983691732748002 -0.0421875190046483 -0.0515626341052155 -0.741374036757682 -0.788327469400844 -0.748321481044327
-0.0186382330433997 -0.104032420948709 -0.613119495799738 -0.520570705470315 -0.61705047794755 0.660011036241343 0.0171378085517975 0.0924186456684438 -0.957920371723505 -0.952657325911857 -0.936043444663694 0.0824911189760756 0.00161830742582791 -0.0102836579380299 -0.646628230177151 -0.617432378125603 -0.766810341224292 -0.024123752142442 -0.0801311067270735 0.0917208926103935 -0.726328095827492 -0.690799876913457 -0.662547214574502 -0.100635119181798 -0.0417511125470147 -0.0566539626961857 -0.735001191828436 -0.788323787826621 -0.746596841249528
-0.0183258880603647 -0.109785855415175 -0.626678200957067 -0.530703244936034 -0.632996539084105 0.673804043957819 0.000965206070253086 0.0932116501281204 -0.968669484861111 -0.955398438833848 -0.941089739575103 0.0806445370539043 0.0126150598425818 0.000545970093142489 -0.656396425241271 -0.624928647126215 -0.775639162898765 -0.0301689064823148 -0.0733809891413323 0.0954911345736391 -0.73258778184285 -0.700142355130396 -0.673607603560484 -0.0945495445873025 -0.0394184211863323 -0.0586991114578446 -0.739771348971862 -0.799242728089609 -0.751861194498868
